id,title,genres,averageRating,numVotes,releaseYear
tt7394816,Primal,"Action, Thriller",4.9,11627,2019
tt5215088,"A.I. Rising","Drama, Romance, Sci-Fi",4.9,11564,2018
tt5075662,"The Isle","Fantasy, Mystery, Thriller",4.9,11544,2018
tt4559046,"Housefull 3","Action, Comedy, Romance",4.9,11120,2016
tt1268987,"Operation: Endgame","Action, Comedy",4.9,10954,2010
tt0377309,"Survival Island","Drama, Thriller",4.9,10661,2005
tt0463398,"Dancing with the Stars","Family, Music, Reality-TV",4.9,10635,2005
tt2318527,"Hell Baby","Comedy, Horror",4.9,10202,2013
tt0949731,"The Happening","Adventure, Drama, Sci-Fi",5,220044,2008
tt0109813,"The Flintstones","Comedy, Family, Fantasy",5,87936,1994
tt9224104,"Meg 2: The Trench","Action, Adventure, Horror",5,87321,2023
tt0171363,"The Haunting","Fantasy, Horror, Mystery",5,81836,1999
tt5033998,"Charlie's Angels","Action, Adventure, Comedy",5,81351,2019
tt0436058,"American Pie Presents: Band Camp",Comedy,5,76558,2005
tt0086393,"Superman III","Action, Adventure, Comedy",5,76089,1983
tt10665342,"Halloween Ends","Drama, Horror, Mystery",5,75896,2022
tt1991245,"Chernobyl Diaries","Horror, Mystery, Thriller",5,69102,2012
tt0962726,"High School Musical 3: Senior Year","Comedy, Drama, Family",5,68831,2008
tt0097981,"A Nightmare on Elm Street: The Dream Child","Fantasy, Horror",5,52259,1989
tt2243537,"A Haunted House","Comedy, Fantasy, Horror",5,50893,2013
tt1540011,"Blair Witch","Horror, Mystery, Thriller",5,50748,2016
tt0808510,"Tooth Fairy","Comedy, Family, Fantasy",5,50574,2010
tt0455499,"Garfield: A Tail of Two Kitties","Adventure, Comedy, Family",5,48400,2006
tt0093756,"Police Academy 4: Citizens on Patrol","Comedy, Crime",5,46565,1987
tt2473682,"Paranormal Activity: The Marked Ones","Horror, Mystery",5,46134,2014
tt2637294,"Hot Tub Time Machine 2","Comedy, Mystery, Sci-Fi",5,42357,2015
tt2461132,"Happy New Year","Action, Comedy, Crime",5,41783,2014
tt1649444,"[REC] 3: Genesis","Action, Horror, Thriller",5,38971,2012
tt10699086,"Bachchhan Paandey","Action, Comedy, Crime",5,36820,2022
tt0097138,Cyborg,"Action, Sci-Fi, Thriller",5,35091,1989
tt1198138,Obsessed,"Drama, Romance, Thriller",5,34755,2009
tt0441796,"Stay Alive","Fantasy, Horror, Mystery",5,34512,2006
tt0282209,"Darkness Falls","Fantasy, Horror, Mystery",5,33990,2003
tt0061452,"Casino Royale",Comedy,5,33069,1967
tt1754730,"The Way to Paradise","Action, Comedy, Thriller",5,32368,2011
tt9691136,"Shadow in the Cloud","Action, Horror, War",5,32148,2020
tt7329656,"47 Meters Down: Uncaged","Adventure, Drama, Horror",5,31681,2019
tt0120458,Virus,"Action, Horror, Sci-Fi",5,30456,1999
tt0106375,"Beethoven's 2nd","Comedy, Family, Romance",5,30156,1993
tt0437179,"See No Evil","Action, Horror, Thriller",5,29430,2006
tt27729779,"The Platform 2","Horror, Sci-Fi, Thriller",5,29068,2024
tt2620590,Leatherface,"Crime, Horror, Thriller",5,28870,2017
tt0429573,"An American Haunting","Drama, Horror, Mystery",5,27196,2005
tt2401807,Rage,"Action, Thriller",5,25793,2014
tt0331468,"Cold Creek Manor","Drama, Mystery, Thriller",5,25165,2003
tt0430770,"The Women","Comedy, Drama",5,23465,2008
tt0360556,"Fahrenheit 451","Drama, Sci-Fi, Thriller",5,23419,2018
tt1151922,"Miss March","Comedy, Romance",5,22424,2009
tt1766094,"So Undercover","Action, Comedy, Crime",5,21452,2012
tt1742650,"I Don't Know How She Does It","Comedy, Romance",5,21348,2011
tt0120701,"Holy Man","Comedy, Drama",5,21172,1998
tt1188982,"Jai Ho","Action, Drama",5,21087,2014
tt0099994,"Leatherface: Texas Chainsaw Massacre III","Horror, Thriller",5,20035,1990
tt2923316,"American Heist","Action, Crime, Drama",5,17763,2014
tt0119310,"Honey, We Shrunk Ourselves!","Action, Adventure, Comedy",5,17380,1997
tt1016075,Fame,"Drama, Musical, Romance",5,17048,2009
tt2960930,Extraterrestrial,"Action, Horror, Mystery",5,16940,2014
tt0411475,"Hell Ride","Action, Drama, Thriller",5,16531,2008
tt0120662,"Eye of the Beholder","Drama, Mystery, Thriller",5,16166,1999
tt0186975,"Down to You","Comedy, Drama, Romance",5,15875,2000
tt2072230,"Attack on Titan Part 1","Action, Adventure, Drama",5,15716,2015
tt0110123,"In the Army Now","Comedy, War",5,14933,1994
tt1661326,"Shake It Up","Comedy, Family",5,14771,2010
tt1319743,"Smokin' Aces 2: Assassins' Ball","Action, Comedy, Crime",5,14433,2010
tt0291082,"Cinderella II: Dreams Come True","Animation, Family, Fantasy",5,14205,2002
tt0239949,"Say It Isn't So","Comedy, Romance",5,13897,2001
tt1646926,"Open Season 3","Adventure, Animation, Comedy",5,13648,2010
tt0099697,"Graveyard Shift",Horror,5,13050,1990
tt0086129,"Porky's II: The Next Day",Comedy,5,12959,1983
tt0120390,Turbulence,"Action, Thriller",5,12884,1997
tt1403988,"The Romantics","Comedy, Drama, Romance",5,12596,2010
tt5884234,"First Kill","Action, Thriller",5,12583,2017
tt2205401,Addicted,"Drama, Romance, Thriller",5,12498,2014
tt12547822,"Run Rabbit Run","Drama, Horror, Mystery",5,12230,2023
tt3038708,"Iron Sky: The Coming Race","Action, Adventure, Comedy",5,12011,2019
tt1757742,"Apartment 143","Horror, Thriller",5,11882,2011
tt0117283,"The Pallbearer","Comedy, Romance",5,11679,1996
tt0344864,"Atlantis: Milo's Return","Action, Adventure, Animation",5,11521,2003
tt2215285,"Madea's Witness Protection","Comedy, Crime, Drama",5,11509,2012
tt6536562,"Payitaht Abdülhamid","Action, Drama, History",5,11415,2017
tt0804507,"Mother of Tears","Drama, Horror, Thriller",5,11368,2007
tt9815554,"Not to Forget",Drama,5,11281,2021
tt0401815,Tamara,"Drama, Fantasy, Horror",5,11278,2005
tt1578882,"Elephant White","Action, Crime, Thriller",5,11175,2011
tt1427298,"The Human Race","Action, Comedy, Horror",5,11113,2013
tt1806913,"Golmaal Again","Action, Comedy, Horror",5,11094,2017
tt6421110,"Proud Mary","Action, Crime, Drama",5,11008,2018
tt1033483,Kandisha,"Crime, Fantasy, Horror",5,10539,2008
tt1929308,"Magic Magic","Drama, Thriller",5,10469,2013
tt20879602,"Maybe I Do","Comedy, Romance",5,10170,2023
tt1325004,"The Twilight Saga: Eclipse","Action, Adventure, Drama",5.1,265368,2010
tt5108870,Morbius,"Action, Adventure, Horror",5.1,158834,2022
tt0443649,"10,000 BC","Action, Adventure, Drama",5.1,136533,2008
tt0449010,Eragon,"Action, Adventure, Family",5.1,131541,2006
tt0362120,"Scary Movie 4",Comedy,5.1,131434,2006
tt1956620,"Sex Tape","Comedy, Romance",5.1,119256,2014
tt1144884,"The Final Destination","Horror, Thriller",5.1,118547,2009
tt5834426,Moonfall,"Action, Adventure, Sci-Fi",5.1,103208,2022
tt0356634,"Garfield: The Movie","Adventure, Comedy, Family",5.1,96087,2004
tt1418377,"I, Frankenstein","Action, Fantasy, Sci-Fi",5.1,84429,2014
tt1600195,Abduction,"Action, Drama, Mystery",5.1,84009,2011
tt0377818,"The Dukes of Hazzard",Comedy,5.1,82603,2005
tt0114436,Showgirls,Drama,5.1,76484,1995
tt0808146,"American Pie Presents: The Naked Mile",Comedy,5.1,75156,2006
tt0800069,"The Hills Have Eyes 2","Horror, Thriller",5.1,68721,2007
tt5246700,"How It Ends","Action, Drama, Horror",5.1,59980,2018
tt0382992,Stealth,"Action, Adventure, Sci-Fi",5.1,56747,2005
tt2967224,"Hot Pursuit","Action, Comedy, Crime",5.1,54810,2015
tt0433386,"The Grudge 2","Horror, Thriller",5.1,52038,2006
tt0436339,G-Force,"Action, Adventure, Animation",5.1,50876,2009
tt1480656,Cosmopolis,"Crime, Drama, Fantasy",5.1,50709,2012
tt0455857,"When a Stranger Calls","Horror, Thriller",5.1,49373,2006
tt0089893,"Red Sonja","Action, Adventure, Fantasy",5.1,45641,1985
tt0765476,"Meet Dave","Adventure, Comedy, Family",5.1,44306,2008
tt4593060,Pinocchio,"Adventure, Comedy, Drama",5.1,43244,2022
tt0402901,"The Cave","Adventure, Horror, Sci-Fi",5.1,42212,2005
tt14309446,"Me Time",Comedy,5.1,41956,2022
tt0204313,"Exorcist: The Beginning","Horror, Mystery, Thriller",5.1,40490,2004
tt10362466,"After We Collided","Drama, Romance",5.1,40041,2020
tt4535650,Dilwale,"Action, Comedy, Drama",5.1,39401,2015
tt0313911,"Agent Cody Banks","Action, Adventure, Comedy",5.1,37527,2003
tt0117331,"The Phantom","Action, Adventure, Comedy",5.1,36281,1996
tt0257516,Cursed,"Comedy, Horror, Mystery",5.1,35714,2005
tt0108162,Sliver,"Drama, Thriller",5.1,34726,1993
tt0105629,Toys,"Adventure, Comedy, Drama",5.1,34034,1992
tt0383010,"The Three Stooges","Comedy, Family",5.1,33513,2012
tt0790604,"Deck the Halls","Comedy, Family",5.1,33501,2006
tt1232783,"Sorority Row","Horror, Mystery",5.1,32863,2009
tt9419056,"The Unholy","Drama, Horror, Mystery",5.1,28865,2021
tt0361620,"First Daughter","Comedy, Drama, Romance",5.1,28614,2004
tt2231554,"Grave Encounters 2","Horror, Mystery",5.1,28223,2012
tt0102558,"Nothing But Trouble",Comedy,5.1,28069,1991
tt0100240,"The NeverEnding Story II: The Next Chapter","Adventure, Drama, Family",5.1,27912,1990
tt0118604,"An American Werewolf in Paris","Comedy, Fantasy, Horror",5.1,27662,1997
tt0457495,Stormbreaker,"Action, Adventure, Family",5.1,25852,2006
tt0116514,"Hellraiser: Bloodline","Horror, Sci-Fi",5.1,25244,1996
tt0097368,"The Fly II","Drama, Horror, Sci-Fi",5.1,25214,1989
tt6836936,Saaho,"Action, Thriller",5.1,24448,2019
tt23900194,"Harry & Meghan","Biography, Documentary",5.1,23649,2022
tt3835080,31,"Horror, Thriller",5.1,23624,2016
tt5322012,"Wish Upon","Drama, Fantasy, Horror",5.1,23461,2017
tt15387022,Revenge/Justice,"Action, Adventure, Drama",5.1,23342,2024
tt5997666,"Jab Harry Met Sejal","Comedy, Drama, Romance",5.1,23203,2017
tt15441054,"Gadar 2","Action, Adventure, Drama",5.1,22893,2023
tt5360952,"The Hurricane Heist","Action, Adventure, Crime",5.1,22783,2018
tt1659343,"Universal Soldier: Day of Reckoning","Action, Horror, Mystery",5.1,21610,2012
tt0283026,Swimfan,"Drama, Thriller",5.1,21512,2002
tt2235779,"The Quiet Ones","Horror, Mystery, Thriller",5.1,21419,2014
tt1020885,"Vampire Killers","Action, Comedy, Fantasy",5.1,21065,2009
tt0106400,"The Beverly Hillbillies","Comedy, Family",5.1,20178,1993
tt0113114,"Free Willy 2: The Adventure Home","Adventure, Drama, Family",5.1,19856,1995
tt1945084,Everly,"Action, Thriller",5.1,19658,2014
tt0119123,"Fire Down Below","Action, Drama, Thriller",5.1,19397,1997
tt4196566,"The Deliverance","Horror, Thriller",5.1,19324,2024
tt0120596,"The Bachelor","Comedy, Romance",5.1,19146,1999
tt1391034,"And Soon the Darkness","Drama, Horror, Mystery",5.1,18990,2010
tt0304711,"The Order","Horror, Mystery, Thriller",5.1,18646,2003
tt1535612,"The Son of No One","Action, Crime, Drama",5.1,18161,2011
tt7805960,Torbaaz,"Action, Drama, Sport",5.1,18086,2020
tt0107478,"Made in America",Comedy,5.1,18051,1993
tt0087032,"Cannonball Run II","Action, Comedy",5.1,17770,1984
tt10128846,Megalopolis,"Drama, Fantasy, Sci-Fi",5.1,17366,2024
tt3462710,Unforgettable,"Drama, Thriller",5.1,16938,2017
tt9134216,"Playing with Fire","Comedy, Family",5.1,16865,2019
tt0234829,"Summer Catch","Comedy, Drama, Romance",5.1,16811,2001
tt22504924,"No War","Action, Drama, Short",5.1,16206,2022
tt4530884,"I Spit on Your Grave: Vengeance Is Mine","Horror, Thriller",5.1,16041,2015
tt1013860,"Dylan Dog: Dead of Night","Action, Comedy, Crime",5.1,15770,2010
tt0093857,"Revenge of the Nerds II: Nerds in Paradise",Comedy,5.1,15680,1987
tt0163983,"Bless the Child","Crime, Drama, Horror",5.1,15538,2000
tt1213012,"Alpha and Omega","Adventure, Animation, Comedy",5.1,15438,2010
tt1276434,"Van Wilder: Freshman Year","Comedy, Romance",5.1,15271,2009
tt2409818,"Open Windows","Crime, Mystery, Thriller",5.1,15261,2014
tt3622110,"Don't Knock Twice","Drama, Fantasy, Horror",5.1,15158,2016
tt2372251,"Down a Dark Hall","Drama, Fantasy, Horror",5.1,15092,2018
tt2948790,"Return to Sender","Drama, Thriller",5.1,15013,2015
tt0120764,"My Favorite Martian","Comedy, Family, Sci-Fi",5.1,14637,1999
tt0455362,"The Breed","Action, Comedy, Horror",5.1,14551,2006
tt0972785,"Bring It On: In It to Win It","Comedy, Sport",5.1,14244,2007
tt0449086,"Dominion: Prequel to the Exorcist","Drama, Horror, Thriller",5.1,13984,2005
tt0265808,"Stealing Harvard","Comedy, Crime",5.1,13877,2002
tt0365125,"A Dirty Shame",Comedy,5.1,13732,2004
tt2885364,"Willow Creek","Horror, Mystery, Thriller",5.1,13291,2013
tt15387054,Teach/Corrupt,"Action, Adventure, Drama",5.1,12963,2024
tt10698174,Wolf,"Drama, Mystery, Thriller",5.1,12807,2021
tt2091478,Air,"Drama, Sci-Fi, Thriller",5.1,12651,2015
tt6495770,"Action Point",Comedy,5.1,12357,2018
tt2571140,Boss,"Action, Comedy, Crime",5.1,12222,2013
tt6210996,10x10,"Drama, Mystery, Thriller",5.1,12064,2018
tt13429362,"In the Earth","Drama, Horror, Mystery",5.1,12058,2021
tt4419364,Holidays,"Fantasy, Horror, Mystery",5.1,12010,2016
tt0979434,"Lottery Ticket",Comedy,5.1,11664,2010
tt2690138,"The D Train","Comedy, Drama",5.1,11649,2015
tt22743064,"Yaariyan 2","Comedy, Drama, Musical",5.1,11639,2023
tt0082700,"Cannibal Ferox","Adventure, Horror",5.1,11052,1981
tt0219952,"Lucky Numbers","Comedy, Crime",5.1,11034,2000
tt0393635,Reeker,"Horror, Mystery, Thriller",5.1,10975,2005
tt1076252,"Picture This","Comedy, Drama, Romance",5.1,10970,2008
tt11210390,"Asterix & Obelix: The Middle Kingdom","Adventure, Comedy, Family",5.1,10871,2023
tt1504403,Husk,"Horror, Thriller",5.1,10848,2011
tt5259822,Tesla,"Biography, Drama",5.1,10815,2020
tt0079285,"Saturn 3","Adventure, Horror, Sci-Fi",5.1,10767,1980
tt0109288,Blankman,"Action, Comedy, Crime",5.1,10754,1994
tt15373868,Kranti,"Action, Drama",5.1,10639,2023
tt18924506,"2000 Mules",Documentary,5.1,10351,2022
tt1092011,"Sacred Demijohn","Comedy, Fantasy, Horror",5.1,10333,2007
tt0094744,"Big Top Pee-wee","Adventure, Comedy, Romance",5.1,10321,1988
tt0275947,"Avenging Angelo","Action, Comedy, Crime",5.1,10229,2002
tt29114029,"The Tearsmith","Drama, Fantasy, Romance",5.1,10210,2024
tt2187884,"Escape from Tomorrow","Comedy, Drama, Fantasy",5.1,10183,2013
tt21237030,Carter,"Action, Thriller",5.1,10161,2022
tt24870072,"Locked In","Drama, Mystery, Thriller",5.1,10157,2023
tt2762334,"Main Tera Hero","Action, Comedy, Romance",5.1,10138,2014
tt1606378,"A Good Day to Die Hard","Action, Thriller",5.2,217036,2013
tt10857160,"She-Hulk: Attorney at Law","Action, Adventure, Comedy",5.2,195356,2022
tt1628841,"Independence Day: Resurgence","Action, Adventure, Sci-Fi",5.2,192000,2016
tt0859163,"The Mummy: Tomb of the Dragon Emperor","Action, Adventure, Fantasy",5.2,173189,2008
tt3371366,"Transformers: The Last Knight","Action, Adventure, Sci-Fi",5.2,172796,2017
tt5433138,"F9: The Fast Saga","Action, Crime, Thriller",5.2,166835,2021
tt0419706,Doom,"Action, Horror, Sci-Fi",5.2,120216,2005
tt2304933,"The 5th Wave","Action, Adventure, Sci-Fi",5.2,119284,2016
tt1179056,"A Nightmare on Elm Street","Crime, Drama, Horror",5.2,109575,2010
tt0816462,"Conan the Barbarian","Action, Adventure, Fantasy",5.2,103535,2011
tt1293847,"xXx: Return of Xander Cage","Action, Adventure, Thriller",5.2,98452,2017
tt0952640,"Alvin and the Chipmunks","Adventure, Comedy, Family",5.2,97172,2007
tt0208003,"Big Momma's House","Action, Comedy, Crime",5.2,92131,2000
tt0385307,"Miss Congeniality 2: Armed & Fabulous","Action, Comedy, Crime",5.2,81428,2005
tt0120738,"Lost in Space","Action, Adventure, Sci-Fi",5.2,75504,1998
tt6133466,"The First Purge","Action, Horror, Sci-Fi",5.2,73620,2018
tt1758810,"The Snowman","Crime, Drama, Mystery",5.2,73520,2017
tt0120177,Spawn,"Action, Crime, Drama",5.2,73486,1997
tt10342730,Spiral,"Horror, Mystery, Thriller",5.2,71033,2021
tt6475714,"Monster Hunter","Action, Adventure, Fantasy",5.2,69639,2020
tt0810900,"High School Musical 2","Comedy, Drama, Family",5.2,67629,2007
tt0465624,"My Super Ex-Girlfriend","Comedy, Romance, Sci-Fi",5.2,67625,2006
tt6772950,"Truth or Dare","Horror, Mystery, Thriller",5.2,67240,2018
tt6920084,"Resident Evil: Welcome to Raccoon City","Action, Horror, Sci-Fi",5.2,66358,2021
tt1222817,Zookeeper,"Comedy, Family, Fantasy",5.2,66224,2011
tt0253867,"The Sweetest Thing","Comedy, Romance",5.2,63430,2002
tt0239395,"Cats & Dogs","Action, Adventure, Comedy",5.2,63310,2001
tt0085636,"Halloween III: Season of the Witch","Horror, Mystery, Sci-Fi",5.2,63284,1982
tt1772240,"Apollo 18","Horror, Mystery, Sci-Fi",5.2,58604,2011
tt0338094,"The Haunted Mansion","Comedy, Family, Fantasy",5.2,58309,2003
tt4799050,"Rough Night",Comedy,5.2,56719,2017
tt0475944,"The Covenant","Adventure, Fantasy, Horror",5.2,52779,2006
tt2039338,Flatliners,"Drama, Horror, Mystery",5.2,51827,2017
tt0103956,"Child's Play 3","Horror, Thriller",5.2,47866,1991
tt2918436,"The Lazarus Effect","Horror, Mystery, Sci-Fi",5.2,46857,2015
tt2938956,"The Transporter Refueled","Action, Thriller",5.2,45629,2015
tt0288045,"The Medallion","Action, Comedy, Fantasy",5.2,44504,2003
tt0095179,"Friday the 13th: The New Blood","Horror, Thriller",5.2,43930,1988
tt1055366,"Camp Rock","Comedy, Family, Music",5.2,38239,2008
tt0482599,Shutter,"Horror, Mystery, Thriller",5.2,38123,2008
tt0208988,"Get Carter","Action, Crime, Drama",5.2,37380,2000
tt11301946,Beast,"Action, Comedy, Crime",5.2,37361,2022
tt0419984,"Mr. Woodcock","Comedy, Romance, Sport",5.2,37264,2007
tt4334266,"The Bad Batch","Action, Horror, Mystery",5.2,36189,2016
tt1712170,"Alex Cross","Action, Crime, Mystery",5.2,35725,2012
tt0463872,"Asterix at the Olympic Games","Adventure, Comedy, Family",5.2,33127,2008
tt1731697,"The Lords of Salem","Horror, Thriller",5.2,32998,2012
tt13964390,"Under Paris","Action, Drama, Horror",5.2,32456,2024
